,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
7599,856405878,II1800682,06/03/2018 04:54:00 PM,[UIPD] WARRANT-IN STATE,"WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT.SUBJECT HAD A VALID CCSO WARRANT (FOR FAILURE TO APPEAR FOR THE CRIMINAL OFFENSE OF THEFT DECEPTION INTENT 500<10K). SUBJECT WAS ARRESTED, TRANSPORTED TO CCSO.UIPD CITIZEN RECEIPT WAS ISSUED AT CCSO.",,OAK STREET S & STADIUM DRIVE,,URBANA,IL,,,40.1027,-88.2415,06/04/2018 05:02:06 PM,06/04/2018 05:02:07 PM,POINT (-88.2415 40.1027),16,Sunday,Other,206477.0
7600,856486345,II1800679,06/03/2018 01:13:00 AM,[UIPD] BATTERY,BATTERY <BR/><BR/>A FEMALE REFUSED TO LEAVE THE RED LION AFTER BEING TOLD BY B AR STAFF NUMEROUS TIMES TO DEPART. DURING THE INCIDENT THE F EMALE ASSAULTED AND BATTERED THE RED LION BAR MANAGER. ONCE OFFICERS ARRIVED THE FEMALE RESISTED OFFICERES. THE FEMALE WAS ISSUED A NOTICE TO APPEAR AND RELEASED.,,GREEN ST E & THIRD ST,,URBANA,IL,,,40.1099,-88.2356,06/05/2018 05:02:08 PM,06/05/2018 05:02:09 PM,POINT (-88.2356 40.1099),1,Sunday,Assault,206477.0
7601,856486343,II1800689,06/03/2018 08:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET AND CONTENTS,,GREEN ST & SIXTH ST,,URBANA,IL,,,40.1103,-88.2304,06/05/2018 05:02:08 PM,06/05/2018 05:02:09 PM,POINT (-88.2304 40.1103),20,Sunday,Other,206477.0
7602,857265689,II1800711,06/11/2018 11:36:00 PM,[UIPD] TRESPASS-STATE SUPPORTED LAND,TRESPASS-STATE SUPPORTED LAND <BR/><BR/>A PREVIOUSLY TRESPASSED SUBJECT WAS ARRESTED AT THE ILLINI U NION FOR CRIMINAL TRESPASS. THE SUBJECT WAS ALSO ARRESTED ON A VALID CHAMPAIGN COUNTY WARRANT.,,1400 Block GREEN ST W,,URBANA,IL,,,40.1099,-88.2272,06/13/2018 05:02:08 PM,06/13/2018 05:02:55 PM,POINT (-88.2272 40.1099),23,Monday,Other,206477.0
7603,857250636,II1800713,06/12/2018 07:05:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/> OFFICERS REPONDED TO INVESTIGATE A BATTERY,,2000 Block LINCOLN AVE S,,URBANA,IL,,,40.0929,-88.21799999999999,06/13/2018 02:02:46 PM,06/13/2018 02:03:14 PM,POINT (-88.218 40.0929),19,Tuesday,Assault,206477.0
7604,857492201,II1800721,06/10/2018 05:32:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/> OFFICERS RESPONDED TO TAKE A RETAIL THEFT REPORT.,,WRIGHT ST S & DANIEL,,URBANA,IL,,,40.1083,-88.2292,06/15/2018 05:02:02 PM,06/15/2018 05:02:02 PM,POINT (-88.2292 40.1083),17,Sunday,Theft,206477.0
7605,857492200,II1800722,06/14/2018 11:56:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS <BR/><BR/>OFFICER CONDUCTED A TRAFFIC STOP ON A VEHICLE. DRIVER WAS FOUND TO BE IN POSSESSION OF A HANDGUN.,,SECOND ST S & GREEN ST,,URBANA,IL,,,40.1102,-88.23700000000001,06/15/2018 05:02:02 PM,06/15/2018 05:02:03 PM,POINT (-88.237 40.1102),23,Thursday,Weapons Offense,206477.0
7606,857775978,II1800724,06/15/2018 09:30:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICERS ASSISTED CPD RESPOND TO A REPORTED SHOOTING AT BEAR DSLEY PARK.,,BLK OF BEARDSLEY AV E,,URBANA,IL,,,40.1256,-88.2406,06/18/2018 02:02:04 PM,06/18/2018 02:02:04 PM,POINT (-88.2406 40.1256),21,Friday,Other,
7607,858820596,II1800688,06/04/2018 04:20:00 PM,[UIPD] CRIMINAL DEFACEMENT OF PROPERTY,CRIMINAL DEFACEMENT OF PROPERTY <BR/><BR/>A PERSON ON TWO CONSECUTIVVE OCCASIONS WROTE VULGAR LANGUAGE ON BATHROOM TILE. THE SUBJECT WAS IDENTIFIED AND LOCATED. THE SUBJECT WILL BE REFERRED TO YAC.,,900 Block GOODWIN AVE S,,URBANA,IL,,,40.1046,-88.2243,06/19/2018 02:02:06 PM,06/19/2018 02:02:07 PM,POINT (-88.2243 40.1046),16,Monday,Property Crime,206477.0
7625,857775977,II1800725,06/16/2018 12:20:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICERS MADE CONTACT WITH TWO INDIVIDUALS IN THE AREA OF A FOOT PURSUIT. DURING THE CONTACT IT WAS DISCOVERED ONE HAD A VALID MCLEAN COUNTY WARRANT,,DANIEL & LOCUST,,URBANA,IL,,,40.1065,-88.2415,06/18/2018 02:02:04 PM,06/18/2018 02:02:04 PM,POINT (-88.2415 40.1065),0,Saturday,Other,206477.0
7641,879617010,II1801152,09/29/2018 12:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PASSPORT,,GREEN ST & SIXTH ST,,URBANA,IL,,,40.1103,-88.2304,10/01/2018 04:02:06 PM,10/01/2018 04:02:45 PM,POINT (-88.2304 40.1103),0,Saturday,Other,206477.0
7642,879617013,II1801153,09/30/2018 12:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> SUBJECT LOST A SET OF KEYS.,,1100 Block W NEVADA ST,,URBANA,IL,,,40.1057,-88.2233,10/01/2018 04:02:06 PM,10/01/2018 04:02:07 PM,POINT (-88.2233 40.1057),12,Sunday,Other,206477.0
7643,879617014,II1801156,09/30/2018 06:16:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST IPHONE,,1000 Block W PENNSYLVANIA,,URBANA,IL,,,40.1003,-88.2207,10/01/2018 04:02:06 PM,10/01/2018 04:02:07 PM,POINT (-88.2207 40.1003),18,Sunday,Other,206477.0
7652,859947694,II1800730,06/16/2018 04:06:00 PM,[UIPD] HARASSMENT BY TELEPHONE,HARASSMENT BY TELEPHONE <BR/><BR/> SUBJECT REPORTED TELEPHONE HARASSMENT,,2200 Block GRIFFITH,,URBANA,IL,,,40.113,-88.2235,06/20/2018 04:02:08 PM,06/20/2018 04:02:08 PM,POINT (-88.2235 40.113),16,Saturday,Disorder,206477.0
7653,859947693,II1800737,06/19/2018 01:20:00 AM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED <BR/><BR/>MALE FLED IN HIS VEHICLE FROM TRAFFIC STOP AND STRUCK AN OFFICER'S ARM AS HE FLED. MALE WAS EVENTUALLY LOCATED AFTER COMMITTING MULTIPLE TRAFFIC VIOLATIONS, AND PLACED UNDER ARREST.",,GOODWIN AVE & SPRINGFIELD AVE,,URBANA,IL,,,40.1128,-88.22399999999999,06/20/2018 04:02:08 PM,06/20/2018 04:02:08 PM,POINT (-88.224 40.1128),1,Tuesday,Assault,206477.0
7654,861322279,II1800756,06/25/2018 05:00:00 PM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,CRIMINAL DAMAGE GOVT SUPPORT PROP <BR/><BR/>UNKNOWN PERSON BROKE SEVERAL WINDOWS AT COLONEL WOLFE SCHOOL USING A PELLET OR BB GUN.,,HEALEY ST E & FOURTH STREET,,URBANA,IL,,,40.1112,-88.2331,06/27/2018 01:02:10 PM,06/27/2018 01:02:54 PM,POINT (-88.2331 40.1112),17,Monday,Property Crime,206477.0
7657,861802342,II1800774,06/29/2018 06:29:00 PM,[UIPD] DECEPTIVE PRACTICES,DECEPTIVE PRACTICES <BR/><BR/>OFFICER RESPONDED TO POST I IN REFERENCE TO A DECEPTIVE PRACTICE REPORT.,,1700 Block MELROSE VILLAGE CR,,URBANA,IL,,,40.129,-88.2228,07/03/2018 01:02:06 PM,07/03/2018 01:02:54 PM,POINT (-88.2228 40.129),18,Friday,Theft,
7658,861802344,II1800772,07/02/2018 11:09:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> WALK IN REPORT OF LOST UIUC KEYS,,1100 Block SPRINGFIELD,,URBANA,IL,,,40.1125,-88.2226,07/03/2018 01:02:06 PM,07/03/2018 01:02:07 PM,POINT (-88.2226 40.1125),11,Monday,Other,206477.0
7660,868872071,II1800963,08/31/2018 01:15:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>POLICE WERE CALLED TO FOURTH AND HEALEY FOR AN ACCIDENT WHER E A DRIVER HIT 2 PARKED CARS. THE SUSPECT FELD ON FOOT AND W AS APPREHENDED ONE BLOCK LATER AND TAKEN INTO CUSTODY.,,400 Block HEALEY ST E,,URBANA,IL,,,40.111,-88.2332,09/01/2018 12:02:01 PM,09/01/2018 12:02:56 PM,POINT (-88.2332 40.111),1,Friday,Traffic,206477.0
7661,868872072,II1800969,08/31/2018 02:46:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST IL DL,,500 Block S FIFTH ST,,URBANA,IL,,,40.1124,-88.2318,09/01/2018 12:02:01 PM,09/01/2018 12:02:28 PM,POINT (-88.2318 40.1124),14,Friday,Other,206477.0
7673,879839603,II1801163,09/14/2018 12:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PASSPORT,,1300 Block SPRINGFIELD,,URBANA,IL,,,40.1124,-88.2269,10/03/2018 12:02:10 PM,10/03/2018 12:02:34 PM,POINT (-88.2269 40.1124),12,Friday,Other,206477.0
7674,879839602,II1801164,10/01/2018 03:20:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/>A MALE WAS ISSUED A STATE NOTICE TO APPEAR FOR RETAIL THEFT AND TRESPASSED FROM THE ILLINI UNION BOOKSTORE,,WRIGHT ST S & DANIEL ST,,URBANA,IL,,,40.1083,-88.2292,10/03/2018 12:02:10 PM,10/03/2018 12:02:34 PM,POINT (-88.2292 40.1083),15,Monday,Theft,206477.0
7675,879839608,II1801162,10/01/2018 03:21:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,500 Block ARMORY AVE E,,URBANA,IL,,,40.1047,-88.2319,10/03/2018 12:02:10 PM,10/03/2018 12:02:37 PM,POINT (-88.2319 40.1047),15,Monday,Other,206477.0
7676,857769591,II1800728,06/16/2018 10:03:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD A VALID CCSO WARRANT (FOR THE CRIMINAL OFFENSE OF POSSESSION/AMOUNT CONTROLLED SUBSTANCE EXCEPT (A)/(D)-PROBATION VIOLATION). SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT WAS ISSUED TO THE SUBJECT AT CCSO.,,600 Block UNIVERSITY AVE E,,URBANA,IL,,,40.1161,-88.2297,06/18/2018 12:02:04 PM,06/18/2018 12:02:17 PM,POINT (-88.2297 40.1161),22,Saturday,Other,206477.0
7683,861045746,II1800738,06/13/2018 09:40:00 AM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT <BR/><BR/>A VEHICLE DRIVER REPORTED THAT A PEDESTRIAN STRUCK THEIR CAR AND CUSSED THEM OUT FOR TURNING IN FRONT OF THEM. THE DRIVER FELT LIKE SHE HAD THE RIGHT OF WAY.,,1300 Block SPRINGFIELD AVE W,,URBANA,IL,,,40.1128,-88.2257,06/24/2018 03:02:04 PM,06/24/2018 03:02:04 PM,POINT (-88.2257 40.1128),9,Wednesday,Other,206477.0
7684,861045744,II1800726,06/16/2018 03:58:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/> OFFICERS ASSISTED CPD WITH LOCATING BURGLARY SUSPECTS.,,200 Block CHALMERS ST E,,URBANA,IL,61820.0,,40.1065461,-88.23699440000001,06/24/2018 03:02:04 PM,06/24/2018 03:02:05 PM,POINT (-88.23699440000001 40.1065461),3,Saturday,Other,206477.0
7685,861400814,II1800760,06/27/2018 05:05:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD A VALID CCSO WARRANT . SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT ISSUED AT CCSO.,,100 Block GREEN STREET E,,URBANA,IL,,,40.1103,-88.2373,06/28/2018 02:02:12 PM,06/28/2018 02:02:13 PM,POINT (-88.2373 40.1103),17,Wednesday,Other,206477.0
7686,861470050,II1800759,06/27/2018 01:42:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>A SUBJECT WAS INTERVIEWED AT TEH UNIVERSITY OF ILLINOIS POLICE DEPARTMENT. THE SUBJECT ADMITTED TO FOUR SEPERATE INCIDENTS OF PUBLIC INDECENCY. THE SUBJECT WAS ISSUED A NOTICE TO APPEAR,,1100 Block SPRINGFIELD AVE W,,URBANA,IL,,,40.1142,-88.2349,06/29/2018 01:02:14 PM,06/29/2018 01:02:15 PM,POINT (-88.2349 40.1142),13,Wednesday,Other,206477.0
7687,861972088,II1800782,07/04/2018 04:24:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RAN A LICENSE PLATE. THE REGISTERED OWNER CAME BACK WITH A VALID COLES COUNTY WARRANT,,1200 Block UNIVERSITY AVE W,,URBANA,IL,,,40.1167,-88.2254,07/04/2018 01:02:08 PM,07/04/2018 01:02:08 PM,POINT (-88.2254 40.1167),4,Wednesday,Other,
7688,868592350,II1800943,08/27/2018 06:00:00 PM,[UIPD] CRIMINAL DAMAGE GOVT SUPPORT PROP,CRIMINAL DAMAGE GOVT SUPPORT PROP <BR/><BR/> A WINDOW WAS BROKEN. NO SUSPECT INFORMATION,,1200 Block FOURTH ST S,,URBANA,IL,,,40.102,-88.2336,08/28/2018 05:02:06 PM,08/28/2018 05:03:08 PM,POINT (-88.2336 40.102),18,Monday,Property Crime,206477.0
7692,868592356,II1800942,08/27/2018 06:58:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/>A SUBJECT WAS ISSUED A STATE NOTICE TO APPEAR FOR RETAIL THEFT AT THE ILLINI UNION BOOKSTORE.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,08/28/2018 05:02:06 PM,08/28/2018 05:02:06 PM,POINT (-88.2292 40.1083),18,Monday,Theft,206477.0
7693,861972090,II1800777,07/03/2018 02:24:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>AN OFFICER STOPPED A MALE DRIVER FOR SPEEDING. THE OFFICER NOTICED THE ODOR OF ALCOHOL EMITTING FROM THE DRIVER. STANDA RDIZED FIELD SOBRIETY TESTING WAS CONDUCTED AND INDICATORS O F IMPAIRMENT WERE OBSERVED. THE MALE DRIVER WAS ARRESTED FOR DRIVING UNDER THE INFLUSENCE OF ALCOHOL AND DRIVING WHILE LICENSE SUSPENDED.,,WINDSOR RD & RACE ST,,URBANA,IL,,,40.0837,-88.2094,07/04/2018 01:02:08 PM,07/04/2018 01:02:08 PM,POINT (-88.2094 40.0837),2,Tuesday,Traffic,206477.0
7694,861972092,II1800781,07/03/2018 09:40:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>REPORTING PARTY SAID HE WAS HIT IN THE CHEST WHILE JOGGING. NO SUSPECTS,,1300 Block GREEN ST W,,URBANA,IL,,,40.1107,-88.227,07/04/2018 01:02:08 PM,07/04/2018 01:02:08 PM,POINT (-88.227 40.1107),21,Tuesday,Assault,206477.0
7706,869056527,II1800977,08/31/2018 07:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET AND CONTENTS,,700 Block S WRIGHT ST,,URBANA,IL,,,40.1066,-88.2285,09/03/2018 02:02:05 PM,09/03/2018 02:02:59 PM,POINT (-88.2285 40.1066),19,Friday,Other,206477.0
7707,869056529,II1800984,09/02/2018 07:39:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECONGNIZED SUBJECT. SUBJECT HAD A VALID CCSO WARRANT (FOR FAILURE TO APPEAR FOR THE CRIMINAL OFFENSE OF BURGLARY-PROBATION VIOLATION). SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT WAS ISSUED AT CCSO,,SECOND STREET S & E. HEALEY STREET,,URBANA,IL,,,40.1108,-88.23700000000001,09/03/2018 02:02:05 PM,09/03/2018 02:02:44 PM,POINT (-88.237 40.1108),19,Sunday,Other,206477.0
7709,879760860,II1801167,10/01/2018 07:13:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD A VALID CCSO WARRANT . SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT WAS ISSUED AT CCSO,,700 Block GREGORY STREET E,,URBANA,IL,,,40.1064,-88.2218,10/02/2018 03:02:08 PM,10/02/2018 03:04:25 PM,POINT (-88.2218 40.1064),19,Monday,Other,206477.0
7710,879839604,II1801169,10/02/2018 09:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PROPERTY - WALLET,,1300 Block W GREEN ST,,URBANA,IL,,,40.11,-88.226,10/03/2018 12:02:10 PM,10/03/2018 12:02:34 PM,POINT (-88.226 40.11),9,Tuesday,Other,206477.0
7717,868872070,II1800966,07/25/2018 07:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> SUBJECT WANTED TO REPORT LOST PASSPORT,,2300 Block FIRST ST S,,URBANA,IL,,,40.0847,-88.2395,09/01/2018 12:02:01 PM,09/01/2018 12:02:56 PM,POINT (-88.2395 40.0847),19,Wednesday,Other,206477.0
7723,880415981,II1801194,10/07/2018 06:40:00 PM,[UIPD] ROBBERY,ROBBERY <BR/><BR/> A SUBJECT WAS A VICTIM OF AN ATTEMPTED ROBBERY ON THE QUAD.,,1400 Block GREEN ST W,,URBANA,IL,,,40.1095,-88.2273,10/09/2018 01:02:05 PM,10/09/2018 01:02:43 PM,POINT (-88.2273 40.1095),18,Sunday,Robbery,206477.0
7724,880415980,II1801200,10/08/2018 06:49:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,300 Block N WRIGHT ST,,URBANA,IL,,,40.1149,-88.2285,10/09/2018 01:02:05 PM,10/09/2018 01:02:37 PM,POINT (-88.2285 40.1149),18,Monday,Other,206477.0
7725,862491079,II1800784,07/06/2018 10:00:00 AM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER <BR/><BR/>AN EMPLOYEE MADE ALARMING AND DISTURBING COMMENTS TO HER SUPERVISOR DURING AN ARGUMENT.,,2200 Block FIRST ST S,,URBANA,IL,,,40.0854,-88.2388,07/08/2018 01:02:04 PM,07/08/2018 01:02:04 PM,POINT (-88.2388 40.0854),10,Friday,Disorder,206477.0
7726,862496003,II1800788,07/06/2018 06:30:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY <BR/><BR/>VICTIM REPORTED CRIMINAL DAMAGE OCCURRED TO HER VEHICLE WITH IN THE LAST HOUR. NO SUSPECT INFORMATION AT THIS TIME.,,1900 Block FIRST ST S,,URBANA,IL,,,40.0937,-88.2376,07/08/2018 03:02:04 PM,07/08/2018 03:03:21 PM,POINT (-88.2376 40.0937),18,Friday,Property Crime,206477.0
7727,862496002,II1800787,07/07/2018 02:53:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP AND DRIVER WAS SUBSEQUENTLY ARRESTED FOR DRIVING UNDER THE INFLUENCE.,,GREEN E & LOCUST,,URBANA,IL,,,40.1102,-88.2403,07/08/2018 03:02:04 PM,07/08/2018 03:03:21 PM,POINT (-88.2403 40.1102),2,Saturday,Traffic,206477.0
7729,868872073,II1800970,08/30/2018 12:05:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICER ASSISTED CHAMPAIGN POLICE DEPARTMENT ON A SUSPICIOUS VEHICLE CALL WHERE THE DRIVER HAD A PREVIOUS UNIVERSITY OF ILLINOIS LETTER OF NO TRESPASS. OFFICER ISSUED THE DRIVER OF THE VEHICLE ANOTHER U OF I NO TRESPASS ON SCENE.,,500 Block CHALMERS E,,URBANA,IL,,,40.1103,-88.23200000000001,09/01/2018 12:02:01 PM,09/01/2018 12:02:56 PM,POINT (-88.232 40.1103),0,Thursday,Other,206477.0
7730,869056528,II1800983,08/31/2018 02:25:00 PM,[UIPD] BURGLARY RESIDENTIAL,BURGLARY RESIDENTIAL <BR/><BR/>VICTIM REPORTED BACKPACK CONTAINIG LAPTOP AND BOOKS TAKEN FR OM DORM ROOM. VICTIM LOCATED PROPERTY AT IKENBERRY COMMONS.,,PEABODY DR & FIRST ST,,URBANA,IL,,,40.1022,-88.2366,09/03/2018 02:02:05 PM,09/03/2018 02:02:43 PM,POINT (-88.2366 40.1022),14,Friday,Breaking & Entering,206477.0
7736,880060510,II1801173,08/01/2018 12:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> RP REPORTED DRIVER'S LICENSE LOST,,900 Block FIFTH ST S,,URBANA,IL,,,40.1078,-88.2321,10/05/2018 02:02:14 PM,10/05/2018 02:02:47 PM,POINT (-88.2321 40.1078),12,Wednesday,Other,206477.0
